video_id,title,publish_date,view_count,like_count,comment_count,duration
Toh5BYpIHwM,Scala and Spark Live Training - 23 - Accumulators and Broadcast Variables,2017-07-31T04:39:30Z,3251,30,1,5461.0
p9fVfVVHkas,Scala and Spark Live Training - 24 - Streaming Analytics - Flume and Kafka,2017-08-02T05:06:01Z,2670,28,3,6099.0
qzR6WX7tggg,"Scala and Spark Live Training - 25 - Streaming Analytics - Flume, Kafka and Spark Streaming",2017-08-05T04:39:34Z,3723,46,2,5250.0
ecJXK27eCOo,Setup Scala,2017-05-01T01:38:44Z,24799,54,5,552.0
A2c4mDDn-QM,Setup Intellij with Scala,2017-05-01T06:07:28Z,56165,176,17,942.0
2c5jKaDhn5A,Setup scala ide plugin for eclipse,2017-05-01T06:50:08Z,19930,27,8,455.0
5rekr0vcA6w,Setup sbt for eclipse,2017-05-01T06:50:08Z,8714,14,2,1084.0
kDVFK84te3U,Overview of sbt,2017-05-02T23:33:02Z,4926,14,0,606.0
RlO6_63WiLs,Learn Scala - Introduction,2017-05-05T00:10:04Z,7438,17,3,247.0
-l5_PWhKuoo,Introduction to Scala,2017-05-05T00:18:09Z,5214,19,3,315.0
EJJKwMlueHo,Overview of REPL or Scala CLI,2017-05-05T00:42:31Z,5492,18,3,519.0
xEpoYl2z1IY,Declaring Variables,2017-05-05T01:55:16Z,5977,19,4,1059.0
rHiBTwox__o,Programming Constructs in Scala,2017-05-08T01:42:15Z,5744,17,1,863.0
54cdmuJ6acM,Functions in Scala,2017-05-08T05:21:35Z,5367,23,1,1133.0
NgF7sj4sDKc,Scala - Higher Order and Anonymous Functions,2017-05-09T09:06:16Z,4777,21,2,912.0
L9S5HPcxLlE,Scala - Operators,2017-05-10T13:55:45Z,2902,16,2,554.0
-PvIaFEB7y8,Scala Object Oriented Concepts - Getting Started,2017-05-08T06:03:25Z,2792,13,0,143.0
ZMg_dhNB-JQ,Scala Objects or Singleton Classes,2017-05-08T08:02:22Z,4672,16,2,1229.0
fRN1-GOHeRs,Scala classes,2017-05-08T09:45:34Z,3945,14,2,1730.0
pg5kXM3rlqk,Scala Companion objects and Case Classes,2017-05-08T14:05:51Z,5367,22,6,1464.0
_vIP-hRPbA8,Scala - Operators and functions as part of classes,2017-05-10T14:05:07Z,2017,13,0,900.0
UAAZC6LLxkQ,External Dependencies and Import,2017-05-15T05:31:59Z,2657,9,2,748.0
J7zNRrdfuZM,Scala Collections Getting Started,2017-05-09T04:31:59Z,2941,11,2,651.0
UvYchZlUnzs,Scala Collections - Mutable and Immutable collections,2017-05-11T08:43:58Z,3137,19,1,716.0
Z5UlDxf9lJ8,Scala Collections - Sequence,2017-05-09T10:14:45Z,2863,15,0,1074.0
23kYhWzL2g0,Scala Collections - LinearSeq classes vs. IndexedSeq classes,2017-05-11T08:25:23Z,1529,12,0,419.0
FZheznmyDUc,"Scala Collections - basic operations such as map, filter, reduce",2017-05-09T11:20:33Z,3284,20,1,1044.0
JDWemf2Jp9E,Scala - Collection operations - sorting data,2017-05-10T09:25:36Z,1932,19,0,873.0
HVgN09wnKtg,Scala - Collection Operations - dividing/grouping data,2017-05-10T10:11:40Z,1667,12,0,899.0
bmfTyUKbETg,Scala Collections - Set,2017-05-15T06:10:23Z,1541,13,2,790.0
CFxBQDJjob4,Scala Collections - Map,2017-05-15T06:34:49Z,2077,9,2,1075.0
iA5p0POdABg,Scala Tuples,2017-05-15T08:08:36Z,2262,17,4,754.0
QL1KngpgMUM,Scala and Spark Workshop - Day 1 - Session 1,2017-03-24T08:04:01Z,6307,31,4,11625.0
z6RmxAuoFXc,Scala and Spark Workshop - Day 1 - Session 2,2017-03-24T12:47:54Z,2537,15,1,13005.0
BKGJw2C5pDM,Scala and Spark Workshop - Day 2 - Session 3,2017-03-25T08:45:04Z,1990,17,2,13934.0
yYZEHggUqCY,Scala and Spark Workshop - Day 2 - Session 4,2017-04-01T08:27:26Z,1372,9,0,14451.0
OIkvEea6Efs,Scala and Spark Workshop - Day 3 - Session 5,2017-04-01T12:34:01Z,1127,7,0,12591.0
hWwpoh-jPI8,Scala and Spark Workshop - Day 3 - Session 6,2017-04-08T08:00:39Z,1125,10,0,13811.0
WEkFbH4lk60,Scala and Spark Workshop - Day 3 - Session 7,2017-04-08T12:21:59Z,1145,7,0,11221.0
pq4z1hC4nh0,Apache Spark using Scala - Course,2017-05-14T01:11:25Z,5814,13,3,392.0
9A-yUTgMxS8,Getting Started with Spark using Scala - Lesson,2017-05-14T01:14:09Z,2005,4,1,429.0
mx-S8XViC5A,Setup Environment for Spark,2017-05-14T01:32:34Z,2843,4,7,1476.0
S3UbFPdnTz8,Using Big Data labs of itversity for Spark,2017-05-14T01:57:26Z,1909,5,3,674.0
ZI-FQ0ORItw,Architecture of Spark,2017-05-14T02:38:23Z,2988,16,4,1186.0
PhOxtXG-4us,Revision of Scala - REPL and Functions,2017-05-15T10:58:56Z,1157,3,1,656.0
HB1BFFxxhPU,Revision of Scala - Collection and operations on Collections,2017-05-15T13:34:30Z,902,3,3,1142.0
XWKG1PX1L1s,"Revision of Scala - Classes, objects, case classes, and others such as Scala IDE and sbt",2017-05-15T13:43:36Z,896,3,1,914.0
gCi3D6be1EI,Spark - File System Overview (primarily HDFS),2017-05-16T00:46:24Z,1420,6,2,1182.0
PMNMJD3tafs,Spark - YARN Overview,2017-05-16T01:13:15Z,2009,11,2,992.0
WGFXFadp1zU,Spark Execution Modes and Launching Spark Shell,2017-05-16T01:45:09Z,2385,9,3,948.0
RM6fS2Jv3EA,Building Blocks for Spark Applications - Lesson,2017-05-17T00:09:56Z,909,3,1,153.0
SWZ5V3oiD4o,Spark properties and property files,2017-05-17T00:38:52Z,5851,28,2,874.0
ZPnraOLEkOg,SparkConf and SparkContext,2017-05-17T01:32:49Z,4050,20,2,1244.0
NKkpMQKdVI0,Spark reading files from underlying file systems,2017-05-17T08:23:55Z,1638,7,1,1081.0
Rx-ogrTBocQ,Introduction to Resilient Distributed Datasets (RDD) and persistence levels,2017-05-17T08:54:20Z,1159,4,1,994.0
F_0VLSxSgfQ,Resilient Distributed Datasets - Spark local installation,2017-05-17T08:59:39Z,711,3,1,516.0
k4rsmyrhoFk,Resilient Distributed Datasets (RDD) - Create RDD from collections,2017-05-17T09:22:06Z,767,2,2,702.0
_UlrnigLYhg,Directed Acyclic Graph (DAG) and overview of Transformations and Actions,2017-05-18T01:45:47Z,1942,10,3,1001.0
523NTL8RmIo,Actions and Transformations - Lesson,2017-05-21T16:12:48Z,874,6,2,375.0
HB0dyR5WBYA,"Spark actions - preview data - first, take and collect",2017-05-21T16:52:18Z,1304,10,2,728.0
eWimu9XFkxE,"Spark Actions - Processing Data - reduce, top, takeOrdered",2017-05-21T17:36:58Z,1193,8,3,924.0
G3inD3bk5LQ,Spark - Row level transformations - filter,2017-05-22T01:50:04Z,2065,11,1,1365.0
o5yCU5v7ss8,Spark - Row level transformations - map and flatMap,2017-05-22T04:22:22Z,5187,24,1,739.0
uXoFED4IBos,Spark Aggregations reduceByKey and aggregateByKey,2017-05-23T15:00:51Z,11447,56,7,1287.0
9Fbx3587Iug,Joining data sets - overview,2017-05-23T15:17:01Z,841,3,1,544.0
Z9XoMDZGuDg,Spark - Joining data sets,2017-05-23T23:06:24Z,3203,12,3,838.0
-t9MurXjxEc,Spark - Cogroup and Cartesian,2017-05-27T23:41:09Z,2017,9,2,484.0
L4OfWbAVeMU,Spark - Set Operations,2017-05-28T00:08:32Z,560,5,1,983.0
oEfRMMHw-4w,Spark - sorting data using sortByKey,2017-05-29T09:06:51Z,1464,8,1,925.0
Zz37OvJrTbE,Spark - groupByKey getting started,2017-05-29T09:13:24Z,2424,9,3,603.0
tm-y4BwSKNE,Spark - groupByKey - revise Scala collections,2017-05-29T09:21:08Z,775,6,1,511.0
i4zX2AI7qEI,Spark - groupByKey - Get top 5 products (sparse ranking),2017-05-29T11:38:58Z,641,6,0,533.0
l07tS62bQ1E,Spark - groupByKey - Dense Rank,2017-05-30T01:40:11Z,878,9,1,1160.0
nrAeCSRKPdc,Develop Word count using Spark APIs in Scala,2017-05-31T01:31:19Z,942,4,1,237.0
fZwYORjmzMQ,Using REPL (sbt console or spark shell) to develop word count program,2017-05-31T02:17:33Z,907,8,1,1250.0
eyGpzyMSOxc,Spark - Add word count code to IDE,2017-05-31T07:36:38Z,1389,8,1,798.0
t3oJLk0Tzqg,Spark - Using HDFS FileSystem API to validate paths,2017-06-01T04:26:07Z,2786,20,1,855.0
n9kjONBaZRY,Spark - Externalize properties using typesafe config,2017-06-01T07:36:08Z,8375,46,5,893.0
A1wqQY7_1FU,Spark - Running applications using spark-submit in local or stand alone mode,2017-06-02T00:37:57Z,25416,87,3,572.0
unAFQ9XYlPU,Spark - Job Execution life cycle using YARN,2017-06-02T06:50:32Z,19591,170,9,1196.0
jYg-Yxlopyc,Spark - Control arguments to modify run time behavior (very important),2017-06-02T10:48:23Z,2791,48,0,1114.0
wGGHfIGZITU,Spark - More Spark Concepts and Core APIs - Lesson,2017-06-06T09:56:34Z,498,3,0,128.0
JorS5VNALNA,Default Number of Tasks,2017-06-13T09:44:33Z,607,5,1,769.0
5YWRQk__xgU,Big Data Certifications Workshop 016 - Hive getting started,2017-02-15T07:25:27Z,5501,52,1,4146.0
j4T8ce8jGB4,Big Data Certifications Workshop 017 - Hive DDL - Create tables (Managed and external),2017-02-16T07:20:55Z,2349,12,3,4166.0
xfLQtDsZzP4,Big Data Certifications Workshop 018 - Hive DDL - Partitioning and Bucketing,2017-02-17T07:20:22Z,2499,33,3,4166.0
3RSlX3dU3mg,Big Data Certifications Workshop 019 - Loading data into Hive tables,2017-02-20T07:31:17Z,2233,18,0,4360.0
-6Z2yrjRnfU,Big Data Certifications Workshop 020 - Loading or inserting data into Hive tables,2017-02-21T07:32:08Z,1486,10,3,3636.0
UnC79yyqPAM,Big Data Certifications Workshop 021 - Exercise - Creating tables and storing data,2017-02-22T07:21:06Z,1153,8,0,3941.0
dHRgM50muUo,Big Data Certifications Workshop 022 - Exercise - Creating tables and storing data - Contd...,2017-02-23T07:08:28Z,923,7,0,3185.0
p9M-eCRvmh4,Big Data Certifications Workshop 023 - Hive QL Getting Started,2017-02-27T07:09:57Z,1170,9,0,2551.0
fYm-5BIySck,Big Data Certifications Workshop 024 - Hive Query Language Contd... - Functions,2017-03-02T07:20:28Z,1403,8,1,4007.0
u0ec1bEnnLs,Big Data Certifications Workshop 025 - Hive Query Language Contd... - Aggregations,2017-03-03T07:31:49Z,1548,12,3,3971.0
80np461nd8M,Big Data Certifications Workshop 026 - Hive Query Language Contd.. - Windowing Functions,2017-03-06T07:27:15Z,2657,17,2,3730.0
UyH48Y1kE-U,Big Data Certifications Workshop 027 - Hive Query Language Contd... - Sort By vs. Order By,2017-03-07T07:24:49Z,1426,7,0,4345.0
MoyVM1egT_w,Big Data Certifications Workshop 028 - Hive - Wrapping up,2017-03-14T07:07:12Z,1089,7,3,3539.0
JmHrINJRTWE,Big Data Certifications Workshop 001 - HDFS,2017-01-19T11:02:51Z,10009,35,6,2921.0
9jOtja5WjEw,Big Data Certifications Workshop 002 - HDFS Continued,2017-01-23T10:46:24Z,2000,15,0,1850.0
ny_RDZ_-MiY,Big Data Certifications Workshop 003 - Sqoop - Getting Started,2017-01-24T11:02:48Z,2962,23,4,2950.0
v8Gjl3D85Vg,Big Data Certifications Workshop 004 - Sqoop Import,2017-01-25T07:18:31Z,2299,23,5,4243.0
zUAiIevebeM,Big Data Certifications Workshop 005 - Sqoop Import contd..,2017-01-27T07:15:48Z,1866,27,0,4061.0
BNssJBuScnc,Big Data Certifications Workshop 006 - Sqoop Import contd...,2017-01-30T07:19:03Z,1555,20,2,4080.0
dMXOg_B2ZQE,Big Data Certifications Workshop 007 - Sqoop Import contd...,2017-01-31T07:26:36Z,1458,25,0,3710.0
8Eq4KGTA_0A,Big Data Certifications Workshop 008 - Sqoop Import contd...,2017-02-01T06:58:14Z,1091,19,0,2821.0
fKG70e7Dn60,Big Data Certifications Workshop 009 - Sqoop Import contd...,2017-02-02T07:24:15Z,1581,21,0,4431.0
8lg4e83GHJc,Big Data Certifications Workshop 010 - Sqoop import exercise,2017-02-03T06:49:51Z,1009,4,1,2086.0
kt5t6Lo3hDU,Big Data Certifications Workshop 011 - Sqoop import contd...,2017-02-06T06:54:52Z,905,7,3,2600.0
Mxpm2GF6kU8,Big Data Certifications Workshop 012 - sqoop import contd... and sqoop export,2017-02-08T07:13:39Z,1098,5,0,3645.0
kYo4vmsB6tc,Big Data Certifications Workshop 013 - Sqoop export,2017-02-09T07:30:59Z,1148,6,1,4599.0
ubyTUzdyfKQ,Big Data Certifications Workshop 014 - Sqoop wrapping up,2017-02-10T07:25:24Z,909,6,0,3291.0
URCvCbZ73Ko,Big Data Certifications Workshop 015 - Sqoop Exercise,2017-02-14T06:48:00Z,765,5,0,2390.0
5YWRQk__xgU,Big Data Certifications Workshop 016 - Hive getting started,2017-02-15T07:25:27Z,5501,52,1,4146.0
j4T8ce8jGB4,Big Data Certifications Workshop 017 - Hive DDL - Create tables (Managed and external),2017-02-16T07:20:55Z,2349,12,3,4166.0
xfLQtDsZzP4,Big Data Certifications Workshop 018 - Hive DDL - Partitioning and Bucketing,2017-02-17T07:20:22Z,2499,33,3,4166.0
3RSlX3dU3mg,Big Data Certifications Workshop 019 - Loading data into Hive tables,2017-02-20T07:31:17Z,2233,18,0,4360.0
-6Z2yrjRnfU,Big Data Certifications Workshop 020 - Loading or inserting data into Hive tables,2017-02-21T07:32:08Z,1486,10,3,3636.0
UnC79yyqPAM,Big Data Certifications Workshop 021 - Exercise - Creating tables and storing data,2017-02-22T07:21:06Z,1153,8,0,3941.0
dHRgM50muUo,Big Data Certifications Workshop 022 - Exercise - Creating tables and storing data - Contd...,2017-02-23T07:08:28Z,923,7,0,3185.0
p9M-eCRvmh4,Big Data Certifications Workshop 023 - Hive QL Getting Started,2017-02-27T07:09:57Z,1170,9,0,2551.0
fYm-5BIySck,Big Data Certifications Workshop 024 - Hive Query Language Contd... - Functions,2017-03-02T07:20:28Z,1403,8,1,4007.0
u0ec1bEnnLs,Big Data Certifications Workshop 025 - Hive Query Language Contd... - Aggregations,2017-03-03T07:31:49Z,1548,12,3,3971.0
80np461nd8M,Big Data Certifications Workshop 026 - Hive Query Language Contd.. - Windowing Functions,2017-03-06T07:27:15Z,2657,17,2,3730.0
UyH48Y1kE-U,Big Data Certifications Workshop 027 - Hive Query Language Contd... - Sort By vs. Order By,2017-03-07T07:24:49Z,1426,7,0,4345.0
MoyVM1egT_w,Big Data Certifications Workshop 028 - Hive - Wrapping up,2017-03-14T07:07:12Z,1089,7,3,3539.0
Mn9NFpPvXQo,Loading Data into HDFS - Introduction,2018-12-07T02:34:03Z,59,1,0,152.0
NHRlYKAEglE,Copying files between Local File System and HDFS,2018-12-07T02:34:17Z,319,2,0,1190.0
bM1cdz8Gc1I,Copy Files with in HDFS,2018-12-21T04:43:36Z,44,0,0,346.0
EgisSpSaLpE,Preview Data in HDFS,2018-12-21T04:43:51Z,43,1,0,323.0
conOBKCTXqk,HDFS File Ownership and Permissions,2018-12-21T04:44:00Z,45,2,0,386.0
7DMF3kwrwWE,"Big Data Workshop - 02 Scala - REPL,  Programming basics and Object Oriented Concepts",2017-02-16T11:14:10Z,12858,34,11,7320.0
VIBJSk1t8KY,Big Data Workshop - 03 - Scala Collections,2017-02-20T11:10:39Z,7459,22,9,7412.0
_oOSVgrkUlQ,Big Data Workshop - 04 - Scala JDBC programming and typesafe config,2017-02-21T11:21:12Z,5583,22,19,7969.0
o36tEw0dL-M,Big Data Workshop - 05 - Spark Getting started - word count program,2017-02-22T11:15:37Z,6127,18,5,7610.0
VBlXrCbMx_Q,"Big Data Workshop - 06 - Spark - using sbt and eclipse, spark job execution life cycle,",2017-02-23T11:26:02Z,4825,18,4,8036.0
PIS5EFnTGOI,Big Data Workshop - 07 - Spark - HDFS Briefly,2017-02-27T10:55:43Z,3720,27,0,5686.0
7xDXDwYwqG8,Big Data Workshop - 08 - Spark - Writing Spark applications using Scala - Compute Daily Revenue,2017-03-02T11:26:33Z,4138,24,1,7996.0
wwB93IFJRrc,Big Data Workshop - 09 - Spark - Writing Spark apps using Scala - Compute Daily Revenue - Contd...,2017-03-03T11:17:59Z,3358,25,3,7251.0
eoYeX8JOfl4,Big Data Workshop - 10 - Spark aggregateByKey and groupByKey,2017-03-06T11:07:49Z,4384,31,1,7066.0
JsDtm3yuTMY,Big Data Workshop - 12 - Reading and Writing from Sequence Files and Accumulators,2017-03-08T11:29:23Z,3196,24,5,8159.0
8N1VZ6muG8U,"Big Data Workshop - 11 - Spark groupByKey contd..., sorting and ranking",2017-03-07T11:26:11Z,3290,22,2,7951.0
JsDtm3yuTMY,Big Data Workshop - 12 - Reading and Writing from Sequence Files and Accumulators,2017-03-08T11:29:23Z,3196,24,5,8159.0
M9D-4o_q-A4,"Big Data Workshop - 13 - Broadcast Variables, Getting Started with Data Frames",2017-03-14T11:22:51Z,3217,29,8,5457.0
R0K2tnZGHGo,Big Data Workshop - 14 - Data Frames and Spark SQL,2017-03-15T11:03:33Z,5230,26,7,6835.0
2-d8WwdtlUI,CCA 175 - Spark and Hadoop Developer - LMS,2018-01-31T03:01:12Z,33886,83,5,128.0
icIj5v0BhHc,Big Data labs for Certifications,2017-10-02T04:12:36Z,43171,74,7,536.0
tcN4ciZ5HqQ,Introduction to ITVersity Forums - see description for links,2018-06-11T16:41:18Z,14108,28,1,274.0
PJnV4eQw4vk,"01 Scala Fundamentals - Introduction, setup and REPL",2017-10-19T08:10:19Z,10062,16,0,652.0
MCp13Qb2Gbw,01 Scala Fundamentals - Setup Scala on Windows,2017-11-26T00:38:52Z,6061,4,1,444.0
tm8ikTkcHUw,02 Scala Fundamentals - Basic Programming Constructs,2017-10-19T08:12:37Z,10162,34,2,1134.0
gPjVtGk23uI,03 Scala Fundamentals - Functions,2017-10-19T08:12:12Z,7942,23,2,1116.0
n_mKo9g691o,04 Scala Fundamentals - Object Oriented Constructs - Class,2017-10-19T08:12:40Z,7109,23,3,1063.0
X29RyT5FpxQ,05 Scala Fundamentals - Object Oriented Constructs - Object,2017-10-19T08:12:49Z,4964,16,2,783.0
NtFyLw3qhZ8,06 Scala Fundamentals - Object Oriented Constructs - Case Class,2017-10-19T08:14:53Z,4138,7,1,675.0
m0AcqsY9f2M,07 Scala Fundamentals - Collections,2017-10-19T08:15:19Z,3944,9,0,537.0
4qca_rmqQNE,08 Scala Fundamentals - Map Reduce,2017-10-19T08:18:03Z,6547,37,0,849.0
ssfxC6kKxEE,Scala or Python - Setup Data Set for basic I/O operations,2017-10-15T03:44:15Z,7931,16,1,264.0
yF0JW5kNXzY,10 Scala Fundamentals - IO Operations,2017-10-19T08:17:59Z,3967,13,4,984.0
5bc7eL8DAqM,11 Scala  Fundamentals - Tuples,2017-10-19T08:18:03Z,2969,6,0,297.0
OOLL1J12QcU,12 Scala Fundamentals - Development Cycle - Create program file,2017-11-26T00:39:15Z,2872,4,0,445.0
EskxBHsMqGw,13 Scala Fundamentals - Development Cycle - Build and run jar file using set,2017-11-26T00:39:25Z,6403,20,2,573.0
T9DVLhUpfzs,14 Scala Fundamentals - Setup sbt on windows,2017-11-26T00:39:54Z,2618,4,0,169.0
Mnxe-RA6gjQ,15 Scala Fundamentals - Compile changes and run using arguments,2017-11-26T00:40:18Z,2273,5,1,262.0
iiznfqMRp7I,16 Scala Fundamentals - Setup IntelliJ with Scala,2017-11-26T00:40:41Z,5537,11,2,728.0
UE1EUvmnPaA,17 Scala Fundamentals - Develop and build Scala+sbt applications using IntelliJ,2017-11-26T00:41:15Z,3280,8,1,651.0
IPTHsWGTaRY,01 Getting Started - Introduction and Curriculum,2017-11-24T03:14:13Z,5741,16,0,346.0
ltF9jlMwQHA,02 Getting Started - Setup Options,2017-11-24T03:18:33Z,3784,4,1,106.0
YR9u1W23rkM,03 Getting Started - Setup Locally,2017-11-24T03:20:18Z,3413,4,0,124.0
Pk_HamQ_Cu8,04 Getting Started - Setup Cloudera Quickstart VM,2017-11-26T00:53:41Z,5841,5,4,443.0
3kLAK97wmAI,05 Spark - Getting Started - Using labs,2017-10-17T01:53:50Z,5600,8,0,541.0
e9uJXGbFnFo,06 Spark - Getting Started - Windows - Setup Putty and WinScp,2017-10-17T01:21:42Z,7522,16,0,634.0
PkJAb56e-G0,07 Spark - Getting Started - Windows - Setup Cygwin,2017-10-17T01:22:29Z,5233,15,1,887.0
7Se-fEEEpkg,08 Spark - Getting Started - HDFS Quick Preview,2017-10-17T01:58:35Z,8635,37,6,1225.0
ctGPE528OL8,09 Spark - Getting Started - YARN Quick Preview,2017-10-17T01:58:47Z,5750,22,1,594.0
6EnqPPWctXI,10 Spark - Getting Started - Setup Data Sets,2017-10-17T01:58:01Z,5381,8,4,490.0
yXBrcOTa_w4,01 Apache Sqoop - Introduction and objectives,2017-11-24T06:33:17Z,5900,7,1,154.0
olVVbKsbOzU,02 Apache Sqoop - Accessing Documentation,2017-11-24T03:26:12Z,9874,23,1,368.0
s-u9tluMO7I,03 Apache Sqoop - Validating MySQL and Environment,2017-11-24T03:27:14Z,8097,19,2,548.0
HTUiQFDmmM8,04 Apache Sqoop - listing databases and tables,2017-11-24T03:33:24Z,7650,14,5,941.0
7IrXZZDSvBc,05 Apache Sqoop - Querying from Databases using eval,2017-11-24T03:36:41Z,6206,18,0,713.0
zuHRgE7Ogro,06 Apache Sqoop - Sqoop Import - Run simple import,2017-11-24T03:49:25Z,6963,23,3,637.0
99o5xuPRY5c,07 Apache Sqoop - Sqoop Import - Execution Life Cycle,2017-11-24T04:01:12Z,6074,19,3,1043.0
CKTYPAjWIII,08 Apache Sqoop - Sqoop Import - ManagingDirectories,2017-11-24T04:14:39Z,5035,10,2,555.0
O9J6M17boac,09 01 Apache Sqoop - Sqoop Import -  using split by,2017-11-24T04:14:53Z,7806,36,5,1481.0
ac2-8XHb3h4,09 02 Apache Sqoop - Sqoop Import -  auto reset to one mapper,2017-11-24T04:15:04Z,4445,14,2,298.0
_HODqloO6s4,10 Apache Sqoop - Sqoop Import -  File formats,2017-11-24T04:15:14Z,5401,23,1,549.0
Xdvl5nmXly8,11 Apache Sqoop - Sqoop Import -  Compressing the data,2017-11-24T04:15:23Z,5291,16,2,795.0
IanqwBAZtvg,12 Apache Sqoop - Sqoop Import -  Boundary query,2017-11-24T04:15:36Z,6979,30,2,628.0
-pXZmLzzhd0,13 Apache Sqoop - Sqoop Import -  Columns and query,2017-11-24T04:15:45Z,5369,18,1,1000.0
0kQJojMCcLQ,14 Apache Sqoop - Sqoop Import - Delimiters and handling nulls,2017-11-24T04:15:55Z,5593,33,2,1257.0
oQoKKiuYrJU,15 Apache Sqoop - Sqoop Import -  Incremental loads,2017-11-24T04:16:05Z,8503,48,4,1228.0
EruXIay1wks,16 Apache Sqoop - Sqoop Import - Create database in hive,2017-11-24T04:16:17Z,4193,13,1,190.0
hMGV_sn4aYc,17 Apache Sqoop - Sqoop Import - Simple hive import,2017-11-24T04:16:26Z,6826,22,0,698.0
6PPpIESmyFk,18 Apache Sqoop - Sqoop Import -  Hive import - Managing tables,2017-11-24T04:16:35Z,4759,21,3,1053.0
s3YzlygnSzk,19 Apache Sqoop - Sqoop Import -  Import all tables,2017-11-24T04:16:45Z,4172,12,0,689.0
ZSgKyP5NR_U,20 Apache Sqoop - Typical life cycle,2017-11-24T04:16:56Z,3511,15,0,771.0
N7L9lKxpmAY,21 Apache Sqoop - Sqoop Export - Simple export with delimiters,2017-11-24T04:17:05Z,4675,16,1,809.0
jBKTjKs8H4Q,22 Apache Sqoop - Sqoop Export - Export behaviour and number of mappers,2017-11-24T04:17:14Z,4030,14,1,453.0
L61_5sZYv9U,23 Apache Sqoop - Sqoop Export - Column mapping,2017-11-24T04:17:23Z,5223,15,2,827.0
c3HfB0wZmok,24 Apache Sqoop - Sqoop Export - Update and upsert/merge,2017-11-24T04:17:34Z,4318,15,3,913.0
uAMqRgIrWI0,25 Apache Sqoop - Sqoop Export - StageTables,2017-11-24T04:17:43Z,3226,15,3,1215.0
hq-HXGNMvKI,01 Apache Spark - Core APIs - Introduction,2017-11-24T06:47:16Z,3869,8,0,316.0
QyCSkNNC9JM,02 Apache Spark - Core APIs - Introduction to Spark,2017-11-24T06:47:23Z,3104,5,2,142.0
UjAcpJm2Fiw,03 Apache Spark - Core APIs - Documentation,2017-11-24T06:47:31Z,3069,6,0,290.0
71H1KgAupZw,04 Apache Spark - Core APIs - Initializing the job,2017-11-24T07:01:30Z,4468,14,1,1120.0
5H8uKqhK_Co,05 Apache Spark - Core APIs - Create RDD,2017-11-24T07:02:39Z,4446,8,3,821.0
G2C_jT5W5V8,06 Apache Spark - Core APIs - RDD Preview data,2017-11-24T07:03:23Z,3540,14,0,1077.0
Sv-hKWEl7FE,07 Apache Spark - Core APIs - Reading different file formats,2017-11-24T07:04:34Z,3584,8,1,575.0
uRsxsRzhCfw,08 Apache Spark - Core APIs - Transformations Overview,2017-11-24T07:03:07Z,2777,8,0,243.0
Z6wbs71BKsA,09 Apache Spark - Core APIs - String Manipulation using Scala APIs,2017-11-24T07:28:00Z,3308,10,1,825.0
yEXKZUsqWnw,10 Apache Spark - Core APIs - Row level transformations - map,2017-11-24T07:35:55Z,3592,11,0,1090.0
rtAakts8XBs,11 Apache Spark - Core APIs - Row Level Transformations using flatMap,2017-11-24T07:03:23Z,2747,4,1,560.0
XMUJdG6Pn9A,12 Apache Spark - Core APIs - Filtering Data,2017-11-24T07:04:29Z,3158,9,0,1084.0
KXjVA4pAYWs,13 Apache Spark - Core APIs - Joining Data Sets - Inner Join,2017-11-24T07:04:03Z,2801,7,0,635.0
ZHedPKD_-ZU,14 Apache Spark - Core APIs - Joining Data Sets - OuterJoin,2017-11-24T07:05:11Z,2526,9,1,1050.0
Q0xODrlBNTg,15 Apache Spark - Core APIs - aggregations - Getting Started,2017-11-24T07:04:27Z,2337,5,0,248.0
w_2qFA59JTg,16 Apache Spark - Core APIs - aggregations - using actions,2017-11-24T07:07:28Z,2810,8,1,915.0
R3BlZzSSueg,17 Apache Spark - Core APIs - aggregations - combiner,2017-11-24T07:22:51Z,2414,7,1,411.0
CJFxQHljhA4,18 Apache Spark - Core APIs - aggregations - groupByKey,2017-11-24T07:22:58Z,2637,7,2,1273.0
OpuyHXydDuA,19 Apache Spark - Core APIs - aggregations - reduceByKey,2017-11-24T07:23:18Z,2165,5,1,457.0
2aoEaGhyCQw,20 Apache Spark - Core APIs - aggregations - aggregateByKey,2017-11-24T07:23:30Z,2890,4,5,1102.0
cEMDJCSrVZI,21 Apache Spark - Core APIs - sortByKey,2017-11-24T07:23:38Z,2183,11,0,1176.0
KguYQvjnlG4,22 Apache Spark - Core APIs - ranking - sortByKey and takeOrdered,2017-11-24T07:23:48Z,2228,5,0,768.0
zmVAPY6_X-M,23 Apache Spark - Core APIs - ranking - groupByKey - Products Per Category,2017-11-24T07:24:15Z,1923,8,0,382.0
O3BToayO6EE,24 Apache Spark - Core APIs - ranking - getTopNPrices,2017-11-24T07:24:25Z,1939,5,0,650.0
Yt3riQnVX7Y,25 Apache Spark - Core APIs - ranking - getTopNPricedProducts,2017-11-24T07:24:39Z,1680,8,2,690.0
95s8fXET8sw,26 Apache Spark - Core APIs - ranking - getTopNPricedProductsByCategory,2017-11-24T07:24:50Z,1431,8,0,363.0
6c6fSgNhtwY,27 Apache Spark - Core APIs - SetOperations,2017-11-24T07:24:59Z,1596,8,2,1180.0
jmOBxnxC93A,28 Apache Spark - Core APIs - Save RDD In text file format,2017-11-24T07:25:45Z,2645,6,0,914.0
